smiles,logP,qed,SAS,5*QED-SAS
Cc1ccc(NC(=O)CCCS(=O)(=O)c2ccccc2)cc1,3.18762,0.876690576,1.678004499,2.705448381
O=C([C@@H]1N=CO[C@H]1C1CC1)N(CCc1c[nH]c2ccccc12)Cc1cccnc1,3.3399,0.662420828,3.61487969,-0.30277555
O=C(CCC(=O)c1ccc(F)cc1)Nc1ccc2c(c1)OC(F)(F)O2,3.7488,0.809376783,2.197779148,1.849104767
O=S(=O)([N-]c1ccc(-c2ccc3nncn3n2)cc1)c1cc(F)ccc1F,3.4636,0.524067156,3.27535793,-0.65502215
C[C@@H](NS(=O)(=O)NCc1ccccc1)c1nnc(N)s1,0.8055,0.742463092,2.964338921,0.747976539
CC[C@@H](C)CN(C)C(=O)Cn1c(-c2scnc2C)nc2ccccc21,3.97272,0.648052343,3.059779362,0.180482353
CCc1ccc(C)[n+](CC(=O)NCCc2ccccc2C)c1,2.51224,0.81552966,2.394973978,1.682674322
O=[N+]([O-])c1ccc(Cl)cc1[N-]S(=O)(=O)c1ccccc1F,3.7814,0.611152739,3.066172365,-0.01040867
C[C@H]1C[C@@H]1NC(=O)N1CCN(c2ccc(Cl)cn2)CC1,1.975,0.912043829,2.868239456,1.691979689
CCC(CC)[NH2+]CC(=O)Nc1ccc(N(C)C)cc1,1.4431,0.790707908,3.115726458,0.837813082
COC[C@@](C)(NC(=O)CCn1nc2ccccn2c1=O)c1ccccc1,1.5641,0.704889768,3.008121542,0.516327298
CSCC[C@@H](NC(=O)[C@H](C)n1cccn1)c1nnc2ccccn12,2.0974,0.713008014,3.418394675,0.146645395
COCc1c(C(=O)N2CCN(C(=O)[C@@H]3COc4ccccc4O3)CC2)oc2ccccc12,2.7036,0.622845061,2.880529826,0.233695479
Cc1ccc(-c2noc(-c3cccc(OCC(=O)Nc4c(C)n(C)n(-c5ccccc5)c4=O)c3)n2)cc1,4.52734,0.340275472,2.379717554,-0.678340194
C[C@H](C(=O)N1CCC(C(N)=O)CC1)N1CC[C@]2(CCC1=O)CC(=O)c1ccccc1O2,1.5155,0.793875446,3.826492438,0.142884792
O=C(NCC(=O)N1CCC(Cn2cnc3ccccc32)CC1)c1ccccc1,2.7049,0.741119393,2.088768333,1.616828632
CC[C@@H](C(=O)Nc1c2c(nn1-c1ccc(OC)cc1)C[S@@](=O)C2)c1ccccc1,3.7755,0.652529652,3.276586103,-0.013937843
OCC1CCN([C@@H]2CCC[NH+](Cc3cccnc3)C2)CC1,0.3332,0.858823868,4.217601834,0.076517506
CC[NH2+][C@H](c1ccsc1)[C@H]1CCO[C@]2(CCSC2)C1,2.6748,0.920919215,5.4637892,-0.859193125
Cc1n[nH]c(C(=O)N(C)CC(=O)[O-])n1,-2.06498,0.636704986,3.6334178,-0.44989287
CC(C)(C)OC(=O)N1CC2(C[C@@H](C(=O)[O-])CO2)C1,-0.2377,0.668568119,4.206636952,-0.863796357
CC[NH+](CC)[C@H](C)CNC(=O)N1CCC[C@H](NC(C)=O)C1,-0.3903,0.648436415,4.093537827,-0.851355752
C[C@@H]1SCCN(Cc2ncn(-c3ccccc3)n2)[C@H]1c1ccccc1,3.9459,0.689237986,3.328945739,0.117244191
CC(C)(NS(=O)(=O)c1cc(F)cc(F)c1)c1ccc([N+](=O)[O-])cc1,3.0866,0.650369228,2.357624631,0.894221509
CC[NH2+][C@H](c1ccccn1)[C@@H]1CCOC2(CCCC2)C1,2.4454,0.91610622,4.671898883,-0.091367783
Cc1nc(-c2cccc(-c3noc(C(=O)NCc4cccs4)n3)c2)cs1,4.16002,0.538740127,2.391066736,0.302633899
Cc1cc(C)cc(OCCNC(=O)c2c(C)cc(C)cc2C)c1,4.0375,0.815842417,1.98333318,2.095878905
COc1cc(C[NH+]2CCC[C@H](C(=O)N3CCN(c4ccccc4)CC3)C2)cc(OC)c1OC,1.8561,0.69680239,3.710441163,-0.226429213
Cc1cccc(-n2ncc3c(Nc4c(C)n(C)n(-c5ccccc5)c4=O)ncnc32)c1,3.66534,0.474876271,2.466352105,-0.09197075
CC1(C)CCC(C[NH3+])([C@H](O)c2cccc(F)c2F)CC1,2.8267,0.874694266,3.80656502,0.56690631
COC(=O)c1cccc(C(=O)N2CCC[C@@H]([NH+]3CCN(c4ccccc4OC)CC3)C2)c1,1.4915,0.724085967,3.532335382,0.088094453
COc1ccc(COC[C@@H](O)CN2C(=O)CC3(CCCCC3)C2=O)cc1,2.2821,0.755689928,3.244732097,0.533717543
CC(C)[C@@H]1C[C@@](c2ccccc2)([C@@H](C[NH3+])CO)CCO1,1.6098,0.866998851,4.257059849,0.077934406
COC(=O)/C(C(C)=O)=C(\C=C\C=C\[NH+](C)C)N(C)C,-0.2215,0.245504272,4.295162601,-3.067641241
Cc1noc(C)c1CC(=O)N1CCOC[C@H]1C1CC1,1.47134,0.83751575,3.025135469,1.162443281
C[C@H]1C[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1,2.9776,0.877007102,2.599217933,1.785817577
CC/[NH+]=C(/NC[C@@H]1CCO[C@H]1C(C)(C)C)N1CCN(c2ncccn2)CC1,0.0959,0.590089399,4.196104442,-1.245657447
CCNc1nc2c(c(=O)n(C)c(=O)n2C)n1Cc1ccc(F)cc1,1.0529,0.7860822,2.288682454,1.641728546
Cc1cc(=O)[nH]c(SCC(=O)Nc2ncc(Cc3ccc(F)cc3)s2)n1,2.99552,0.493903587,2.498818471,-0.029300536
CC1(C)COC(=O)[C@@H]1OC(=O)Cc1cccc2cccnc12,2.2721,0.815080773,2.978445535,1.09695833
Cc1nc(-c2ccc(CNC(=O)c3ccccc3SC(F)F)s2)cs1,5.42472,0.5479555,2.468324692,0.271452808
CN1CCO[C@H](c2ncc3c(n2)CCCC3=O)C1,0.9987,0.751159206,3.315435657,0.440360373
O=C1C(=Cc2ccccc2I)C(=O)c2ccccc21,3.7538,0.428183082,2.123584841,0.017330569
CC[C@@H](NC(=O)Nc1ccc(C)s1)c1cccc(S(N)(=O)=O)c1,2.97672,0.762321742,2.850003283,0.961605427
Cc1ccc(C#N)cc1S(=O)(=O)[N-]c1ccc(Cl)cc1,3.9142,0.833857549,3.165449502,1.003838243
CN(Cc1ncnn1C)S(=O)(=O)c1ccccc1[N+](=O)[O-],0.544,0.599907565,2.438992608,0.560545217
N#Cc1ccc(OCC(=O)NCC(=O)Nc2ccc(F)c(F)c2F)cc1,2.10928,0.772364174,2.086204489,1.775616381
CCCOc1nc(Oc2cccc(Cl)c2Cl)ccc1N,4.5517,0.840734136,2.262690521,1.940980159
O=C(NCC(C1CC1)C1CC1)c1cc(Cl)ccc1-n1cnnn1,2.4817,0.881459571,2.537595158,1.869702697
COc1ncnc2c1nc([C@H](C)Cl)n2CC(C)(C)C,3.1808,0.799773297,3.272422603,0.726443882
Cc1nc(Nc2ncnc(N3CCN(c4cccc(Cl)c4)CC3)c2[N+](=O)[O-])sc1C,4.18174,0.442647574,2.523396024,-0.310158154
O=C(C=C1CCC1)OCc1ccnc(Cl)c1,2.8885,0.457348143,2.485210014,-0.198469299
O=C(CCOCC(F)(F)F)Nc1nc(-c2cccc(F)c2)cs1,3.8567,0.616836101,2.226332321,0.857848184
O[C@H]1CN(Cc2ccc(Cl)s2)Cc2ccccc21,3.4507,0.890820298,2.787780035,1.666321455
COc1cc(SC)ccc1C(=O)Nc1nc2c(C)cccc2s1,4.58752,0.672479365,2.122468294,1.239928531
O=C(OCc1nncn1C1CC1)c1ccc(N2CCCCC2=O)cc1,2.4869,0.780869853,2.390926236,1.513423029
CC[C@H](C)NC(=O)[C@H]1CSCN1C(=O)c1ccc(-c2ccccc2Cl)o1,4.0298,0.803927845,3.11522246,0.904416765
CCOc1cc(S(=O)(=O)NC[C@H]2CCCO2)ccc1Br,2.3051,0.842827654,2.609627658,1.604510612
CCC(CC)[C@@H](CC)[C@H](C)O,2.8296,0.647543191,3.4569457,-0.219229745
CCCCCNC(=O)c1ccc2c(c1)CCO2,2.5415,0.792199913,1.812319957,2.148679608
C[C@@H]1CCc2[nH]c3ccc(C(=O)NC4CC4)cc3c2C1,3.1849,0.850360785,2.634251255,1.61755267
C[C@H]1C[C@@]2(CS1)C(=N)NC(=O)N2C1CC1,1.41547,0.716082397,5.132462242,-1.552050257
CCCN(CCC)C(=O)c1ccc(Br)nc1,3.1063,0.768849901,2.177126098,1.667123407
COc1c(C)cc(S(=O)(=O)N2CCN(C(C)=O)CC2)c(C)c1C,1.47326,0.84394783,2.211969029,2.007770121
Cc1noc(-c2cccnc2NC[C@H](O)C2CCCC2)n1,2.40302,0.878829815,3.009956023,1.384193052
Fc1cc(C[NH2+]CCCn2cc[nH+]c2)cc(F)c1F,0.8732,0.607010094,4.584695097,-1.549644627
CCCNC(=O)[C@@H]1N=NC2=C1C[C@H](C)CC2,2.4211,0.781414031,3.939451751,-0.032381596
Cc1cc(C(C)(C)C)cc(C)c1S(=O)(=O)N1CCN(C(=O)c2cn(Cc3ccccc3)nn2)CC1,3.38744,0.530858206,2.480540867,0.173750163
C[C@@H](Sc1ccc(Cl)cc1)C(=O)N(CCC#N)Cc1ccco1,4.35608,0.668236801,2.787636453,0.553547552
NC(=O)c1cccc(COC(=O)C2CCN(C(=O)c3ccccc3)CC2)c1,2.3811,0.823378821,1.887741346,2.229152759
Cc1nc(N)sc1C(=O)N/N=C/C=C1/N(C)c2ccccc2C1(C)C,3.06082,0.64694944,2.773916119,0.460831081
O=C(CCc1ccccc1)/N=C1/S[C@H]2CS(=O)(=O)C[C@H]2N1c1ccccc1Cl,3.5742,0.717400214,3.22191659,0.36508448
O=C(c1cn(C2CCN(S(=O)(=O)c3cccc4ccccc34)CC2)nn1)N1CCCC1,2.6931,0.620984387,2.395808319,0.709113616
CCCC(=O)Nc1ccc(NC(=O)c2ccc(C)c(I)c2)cc1,4.59052,0.662418281,1.801153715,1.51093769
CCCCOCC(=O)N[C@H](C#N)C(C)(C)C,1.85758,0.707638504,3.108893305,0.429299215
O=C(Nc1cccc(C(F)(F)F)c1)[C@@H]1CCCN(C2=NC=NC3=NC=N[C@@H]32)C1,2.6053,0.839876208,3.839256013,0.360125027
C/[NH+]=C(\NCc1cccc(C)c1)NCc1ccc(C)s1,1.31074,0.592754083,2.954548994,0.009221421
CCC1(CNC(=O)NC2CCN(c3cccc(C)[nH+]3)CC2)CC1,2.26732,0.876863484,3.442362495,0.941954925
CCC[C@@H](CC)[NH2+][C@H]1CCC[C@H](S(C)(=O)=O)C1,1.4843,0.795873888,4.798303493,-0.818934053
O=C(c1cc(O)c(O)c(O)c1)N1CC=C(c2ccccc2Cl)CC1,3.3863,0.714468646,2.40148975,1.17085348
Cc1cc(C)n(CC(=O)N2CCC(n3c(C4CCC4)nc4cc(F)ccc43)CC2)n1,4.11994,0.626640786,2.550327607,0.582876323
CC(C)(C)NC(=O)N1CC[C@@]2(C1)C(=O)Nc1ccccc12,2.0903,0.770476581,3.384612096,0.467770809
CN(C)C(=O)CN(Cc1ccoc1)CC(F)(F)F,1.7321,0.818604024,2.695996195,1.397023925
COc1cccc(CN2C[C@@H](C(=O)N(C)Cc3cccc4cnccc34)CCC2=O)c1,3.6406,0.598264719,2.789688883,0.201634712
Cc1cc(-c2cc(=O)n(CC(=O)NC(C)C)nc2-c2cccs2)on1,2.45982,0.756127211,2.638893874,1.141742181
COC(=O)c1c(F)cccc1NC(=O)[C@@H]1Cc2cc(C)c(C)cc2O1,3.17134,0.857259204,2.742749625,1.543546395
COCCN1CC[NH+](CC2(CS(C)(=O)=O)CCC2)CC1=O,-1.4252,0.661330897,4.444666529,-1.138012044
CCCc1nnc([N-]S(=O)(=O)c2c(C)cc([N+](=O)[O-])cc2C)s1,3.40974,0.566976263,3.457974016,-0.623092701
NC(=O)COC(=O)c1cc(-c2ccc(Cl)cc2)nn1-c1ccccc1,2.8348,0.707789937,2.021784281,1.517165404
OC[C@@H]1CCCCN1c1ccncn1,0.8278,0.767450577,2.770197916,1.067054969
COCC[NH2+]C/C(C)=C/c1cnn(-c2ccccc2)c1,1.4854,0.783620841,3.297244443,0.620859762
C[C@](O)(c1ccccc1Br)C1(C#N)CCCCC1,4.13068,0.858395365,3.500186805,0.79179002
N#CCCCC(=O)c1ccccc1I,3.16778,0.479697179,2.253071118,0.145414777
Cc1cccc(/C=C\C(=O)OCCNC(=O)c2ccncc2)c1,2.37642,0.505469575,2.049240472,0.478107403
O=C(NCCc1ccc(F)cc1)Nc1cnn(C[C@@H]2CCCO2)c1,2.5654,0.852300553,2.614721369,1.646781396
CC(=O)N1CCN(C(=O)[C@@H](C)Sc2nnc(-c3ccco3)n2C)CC1,1.2464,0.769251094,2.797412549,1.048842921
CC(=O)c1ccc(F)c(-c2cc(C)cc3c2O[C@H](CNC(=O)C2CCC2)C3)c1,4.22352,0.757576097,2.866526592,0.921353893
CCc1nc2ccccc2n1CC(=O)NNC(=O)CCc1ccccc1,2.3789,0.67073583,1.986218413,1.367460737
CN(Cc1cc(O)ccc1[N+](=O)[O-])C1CCN(S(C)(=O)=O)CC1,1.1562,0.643319736,2.473315952,0.743282728
CC[C@H]1CN(C(=O)Nc2ccc(Br)nc2C)C[C@@H](C)O1,3.18372,0.827956826,3.391946624,0.747837506
CC(=O)Nc1ccc(NCc2cc3cc4c(cc3[nH]c2=O)OCCO4)cc1,2.8698,0.65609114,2.260179808,1.020275892
CCN1CCO[C@H](Cn2ccc(C(=O)C(C)C)c2)C1,2.0475,0.766920189,3.203520955,0.63107999
O=C(Cc1cccc2ccccc12)NCCOc1ccc2c(c1)OCO2,3.3062,0.681749116,1.965169549,1.443576031
C/C(=C/C(=O)[C@H](C#N)c1nc(C(C)C)cs1)c1ccccc1Cl,5.19968,0.673966866,3.216449437,0.153384893
Cc1nc([S-])sc1CC(=O)N1CCC(C)CC1,2.15832,0.774074901,3.080448906,0.789925599
CN(C)C(=O)c1cccc(NC(=O)c2cncn2-c2ccccc2)c1,2.8264,0.792222567,2.049839319,1.911273516
CC[C@@H]([NH2+]CCN1CCCS1(=O)=O)c1ccc(C)cc1,1.04502,0.864638032,3.951688372,0.371501788
COc1nc(NCCCC(=O)NC2CC2)ccc1N,1.1431,0.650827963,2.245701774,1.008438041
C[C@@H]1CCCC[C@@H]1OCC(=O)NCC(C1CC1)C1CC1,3.1341,0.766887196,3.226432038,0.608003942
COc1cc(C2=Nn3c(nnc3-c3ccc(C)cc3)SC2)cc(OC)c1OC,3.63742,0.638664154,2.518159852,0.675160918
CNC(=O)NC(=O)[C@H](C)n1cnnc1C#N,-0.83362,0.709215406,3.390720956,0.155356074
CCOc1ncccc1C(=O)N1CCCC[C@@H]1c1ncc2c(n1)CC[NH+](C)C2,1.2085,0.87102262,4.161344667,0.193768433
COc1cc(CNCc2cccs2)c([N+](=O)[O-])cc1OC,2.9633,0.622547803,2.149073868,0.963665147
CCN1C(=O)C(C)(C)COc2cc(NC(=O)c3ccc(-n4cccc4)cc3)ccc21,4.5011,0.667136193,2.404112223,0.931568742
C=CCn1c(SCC(=O)NC(N)=O)nnc1-c1ccc(Cl)cc1,2.0715,0.614904199,2.221574869,0.852946126
CCCC[NH+](C)CC(=O)N1CCN(C(=O)C(=O)N2CCCC2)CC1,-1.4056,0.662646639,3.627517276,-0.314284081
COC(=O)[C@H]1C(=O)C[C@](C)(O)[C@H](C(=O)OC)[C@H]1c1cccnc1,0.4674,0.650412808,3.646150846,-0.394086806
CC1=C(C(=O)OC(C)C)[C@H](c2ccc3c(c2)OCO3)NC(=O)N1C,2.337,0.86084047,2.898412099,1.405790251
COc1cccc(C(=O)N[C@@H]2CCCN(c3ccc(F)cc3C)C2)c1F,3.68062,0.879717754,2.574712961,1.823875809
CC(=O)N1C(=O)[C@]2(S[C@H](C)C(=O)N2c2ccc3ccccc3c2)c2ccccc21,4.0542,0.593612218,3.7370826,-0.76902151
COc1ccc([C@H]2CC(=O)N(CC(=O)Nc3ccc(C)cc3C)c3ccccc3S2)cc1,5.52084,0.545084171,2.677454162,0.047966693
C[C@@H](O)c1cccc(NC(=O)c2ccccc2C(=O)c2ccccc2)c1,4.2232,0.653220257,2.211649608,1.054451677
C[NH+]1CCN(C(=O)c2cc(-c3ccc4c(c3)OCO4)nc3ccccc23)CC1,1.601,0.744784648,3.023466456,0.700456784
COc1cc([C@@H]2c3c(oc4ccc(Cl)cc4c3=O)C(=O)N2Cc2ccco2)cc(OC)c1OC,4.8106,0.372840736,2.954198106,-1.089994426
CCC[NH2+]C1C[C@@H]2CCC[C@H](C1)N2CCC(=O)NC1CC1,1.014,0.746523885,5.004232269,-1.271612844
Cn1cc(Cl)c(C(=O)OCC(=O)Nc2ccccc2Cl)n1,2.5224,0.874216112,2.075348925,2.295731635
O=C(c1ccc([N+](=O)[O-])cc1F)N1C[C@@H]2[C@H](C1)C[NH+]1CCCC[C@H]21,0.8731,0.654604845,4.632659145,-1.35963492
COc1ccc(F)cc1NC(=O)c1ccnc(OC2CCC2)c1,3.4129,0.899465485,2.040618353,2.456709072
CSc1ccc([C@H](Cl)Cc2ccc3ccccc3n2)cc1,5.4793,0.453490705,2.610047322,-0.342593797
CCOc1ccc(-c2c[nH]c(-c3c[nH]cn3)n2)cc1OCC,3.2642,0.719995909,2.921558213,0.678421332
CCOC(=O)c1ccc(-c2ccc(/C=C3/C(=N)N4N=C(c5ccc(C)cc5)SC4=NC3=O)o2)cc1,5.09919,0.382837463,2.715044524,-0.800857209
C[C@H]1C[C@H](NC(=O)C[C@@H](C)c2ccc(F)cc2)CC[NH+]1Cc1ccccc1,3.0715,0.7965377,4.119818495,-0.137129995
CCC[NH+](CC)[C@H]1CCC[C@@](CO)([NH2+]CC)C1,-0.4418,0.579551975,6.062625261,-3.164865386
CC(C)CN(CC[NH+](C)C)C(=O)Nc1ccnn1C1CCCCC1,2.0227,0.804238516,3.372830508,0.648362072
Cc1ccc(CNS(=O)(=O)Cc2ccc(C)cc2)cc1,2.92304,0.911594185,1.716276784,2.841694141
O=C(CC[N-]C1=NC(Cl)=N[C@H]2N=CN=C12)NCc1ccc2c(c1)OCO2,1.6112,0.797954467,4.330156447,-0.340384112
CCc1ccc(/C=C2\Cc3c(O)cccc3C2=O)cc1,3.777,0.813166215,2.240344945,1.82548613
O=S(=O)(c1c[nH]c2nccc(Cl)c12)N1CCCC[C@@H]1C1OCCO1,2.1324,0.896272269,3.36340544,1.117955905
CSc1ccc(/C=N\NC(=O)CSCc2ccc(Cl)cc2)cc1,4.4454,0.428835983,2.11498243,0.029197485
CCC[NH2+][C@H]1COC[C@H]1C(=O)NCc1sccc1CC,0.9151,0.797820285,4.493799476,-0.504698051
CCn1c(C)cc(C(=O)CSc2nc3scc(-c4cccs4)c3c(=O)n2C)c1C,5.13674,0.226085576,2.624714494,-1.494286614
COc1ncccc1CS(=O)(=O)[C@@H](C)CC(=O)[O-],-0.4665,0.721381965,3.465777151,0.141132674
Cc1cc(F)cc([N-]S(=O)(=O)c2c[nH+]c[nH]2)c1,1.67042,0.912427934,4.790331066,-0.228191396
COC(=O)C1=C(C)N(c2ccc(C)cc2)/C(=C/c2ccc(-c3cccc([N+](=O)[O-])c3)o2)C1=O,5.04042,0.171195352,2.672290377,-1.816313617
CCOc1cccc(C(=O)Nc2cccc(Oc3ccc(C#N)cn3)c2)c1,4.39658,0.675151777,2.02602892,1.349729965
Cc1nnc(-c2cc(C)n(-c3cccc(C(=O)N[C@@H](C)c4cccc5ccccc45)c3)n2)o1,5.18334,0.393716147,2.842468489,-0.873887754
COc1cccc(CC(=O)N(CCC#N)CCC#N)c1,1.89366,0.763101406,2.247746565,1.567760465
CC(C)c1ccc(C[NH2+]C2CCN(S(=O)(=O)C3CC3)CC2)cc1,1.83,0.866750115,3.274882081,1.058868494
Cc1ccc(NC(=O)N2CCC[C@H](c3nnc(C(=O)Nc4ccccc4C)s3)C2)cc1Cl,5.47214,0.514257515,2.783203782,-0.211916207
Cc1ccc(-n2ncc3c(N4CCCC4)ncnc32)cc1,2.72412,0.719846233,2.072155531,1.527075634
CCn1cnnc1CCNc1ncc(C)cc1[N+](=O)[O-],1.56422,0.640476758,2.653431455,0.548952335
COc1ccc(S(=O)(=O)N2CCC[C@H](C(=O)NN3C(=O)N[C@](C)(c4ccccc4)C3=O)C2)cc1,1.5943,0.60303691,3.108439672,-0.093255122
N#C[C@H](OC(=O)COC[C@@H]1CCCO1)C1CC1,1.02738,0.656326213,3.560449858,-0.278818793
C[C@@H]1C[NH2+]C[C@@H](C)N1S(=O)(=O)c1ccc(CC#N)cc1,0.09738,0.881536666,4.093596694,0.314086636
CC(=O)Nc1nc(CN2CCO[C@@H](CC(=O)[O-])C2)cs1,-0.5577,0.814932277,3.268417767,0.806243618
Cc1ccc(NC(=O)CS)c(Cl)c1,2.51672,0.728808392,1.951923706,1.692118254
CN(CC(=O)c1cn(CCC#N)c2ccccc12)[C@H]1CCS(=O)(=O)C1,1.85658,0.740070163,3.078418263,0.621932552
Cc1ccc(NC(=O)[C@@H]2C[C@@H]2c2ccco2)cc1S(C)(=O)=O,2.73372,0.935077107,2.989915965,1.68546957
COc1ccnc(NC(=O)[C@H]2CCCC[NH+]2Cc2cccnc2)c1,1.0613,0.873290184,4.064828827,0.301622093
Cc1nsc(NC(=O)[C@@H]2C=C[C@@H]([NH3+])C2)c1C(=O)[O-],-1.05988,0.715207044,4.869076567,-1.293041347
Cc1nnc(NCCNC(=O)OC(C)(C)C)c(C#N)c1C,1.90172,0.826802581,2.497359829,1.636653076
CCn1c(C)cc(C[NH2+][C@@H]2CCCCC[C@@H]2C)c1C,3.15704,0.794870449,4.13945399,-0.165101745
CCN1C[C@H](C(=O)N(Cc2cccs2)c2ccc3c(c2)OCCO3)CC1=O,2.9209,0.7859549,2.9695314,0.9602431
CC(C)NC(=O)N1CCC(Cc2cccc(F)c2)CC1,3.1982,0.891012703,1.977264422,2.477799093
CC(C)[C@@H](C[NH3+])N(C)CCS(C)(=O)=O,-0.7707,0.672191316,3.987757283,-0.626800703
CC(C)N(C)C(=O)[C@H](C)SCc1cccc(F)c1Cl,3.9676,0.791862282,2.962829553,0.996481857
CC[C@H](C[NH3+])[C@](C)(O)c1cc(F)c(Cl)cc1Cl,2.6081,0.816415541,4.118812795,-0.03673509
CC(C)N(CC(F)(F)F)C(=O)N(CC(=O)[O-])C(C)(C)C,1.2295,0.793124635,3.331516109,0.634107066
COc1cccc2c1C(=O)O[C@H]2S(=O)(=O)c1ccccc1,2.3381,0.814974566,2.893315661,1.181557169
Cc1noc(C)c1COc1cc2ccccc2cc1C(=O)Nc1cccc(S(=O)(=O)N(C)C)c1,4.52624,0.399689593,2.333798096,-0.335350131
CCc1nsc(NCCNS(=O)(=O)c2ccc(C)cc2)n1,1.79932,0.763417906,2.320041013,1.497048517
CCC(CC)(NC(=O)Nc1ccccc1)C(=O)[O-],1.1168,0.830630678,2.59861417,1.55453922
Cc1cnc(NC(=O)Cc2ccc(NC(=O)c3ccc(Br)o3)cc2)s1,4.24052,0.62085054,2.192320142,0.911932558
O=[N+]([O-])c1ccc(S(=O)(=O)[N-]c2cc(C(F)(F)F)ccc2F)cc1,4.1468,0.445657864,3.072440977,-0.844151657
CN(C)c1ccc([C@H](O)CNC(=O)c2ccccc2[N+](=O)[O-])cc1,2.1242,0.627395672,2.453392518,0.683585842
CN(C)c1nccc(N2CCN(Cc3ccccn3)CC2)n1,1.2598,0.856701171,2.242739703,2.040766152
C[NH2+]Cc1cc2ccccc2nc1N(C)[C@H]1CCSC1,1.8697,0.93808778,3.782288097,0.908150803
C[C@@H]1CCCC[C@H]1NC(=O)[C@@H](C)[NH+]1CCC[C@H](c2ncc[nH]2)C1,1.2554,0.791363845,4.854269476,-0.897450251
Cc1cccc(C)c1-n1nnnc1COc1ccc(C=O)cc1,2.67064,0.675064318,2.250238374,1.125083216
CCC[NH+](Cc1cccn1C)C1CCN(c2cc(C)[nH+]c(C)n2)CC1,1.31494,0.868775399,4.860772942,-0.516895947
c1ccn2c(Cc3ccc(NCc4nc5c(s4)CCC5)cc3)nnc2c1,3.8774,0.567140201,2.523089253,0.312611752
CCOC(=O)[C@@]12NC(=O)C(=O)[C@@]1(C(=O)OCC)C[C@H]2c1ccccc1,0.7242,0.487925073,3.862688147,-1.423062782
COc1cc(OC)cc(C(=O)N2CCN(C(=O)c3ccc(Br)o3)CC2)c1,2.6575,0.753676705,2.127641713,1.640741812
Cc1ccc(-c2n[nH]c(SCC3=NC(=O)[C@@H]4SC=CC4=N3)n2)cc1,2.88102,0.846064132,3.961295435,0.269025225
Cc1ccc(C)c(C(=O)Cn2nnc(-c3ccccc3)n2)c1,2.83984,0.688818088,2.002679401,1.441411039
Cc1c(C(=O)N2CCCC2)sc2nc(-c3cccc([N+](=O)[O-])c3)cn12,3.51542,0.518933897,2.438329243,0.156340242
CCc1nn(C)cc1NC(=O)Nc1cc(C(F)(F)F)c[nH]c1=O,2.3336,0.807855287,2.794689649,1.244586786
O=C(Cc1csc(-c2cnccn2)n1)N(CC1CC1)C1CCCCC1,3.7139,0.769215179,2.563477369,1.282598526
CCC[C@@H]([NH3+])c1ccn(Cc2nc(C)cs2)c1,2.38442,0.870262197,3.93730523,0.414005755
Cc1ccccc1[C@H]1CN(C(=O)NCCCCn2cc[nH+]c2)[C@@H](C)CO1,2.56242,0.80619297,4.099301996,-0.068337146
CCN1CC(=O)Nc2cc(C(=O)N(CCC#N)CC(C)(C)C)ccc21,2.86698,0.885728628,2.759457571,1.669185569
O=C(CCSc1ccccn1)Nc1ccc(OC(F)F)c(Cl)c1,4.4573,0.710342275,2.16094782,1.390763555
CC(=O)c1ccc(NC(=O)[C@@H](C)Cc2c(C)noc2C)cc1C,3.61976,0.833607238,2.727921256,1.440114934
CCC1(CNC(=O)NNC(=O)c2ccccc2O)CC1,1.5264,0.634920967,2.340050061,0.834554774
CCOC(=O)CN1CCN(c2cccc(C(F)(F)F)c2)CC1,2.3905,0.799057515,1.935599524,2.059688051
CCOc1cccc([C@H]([NH3+])CSc2ccc(C)cc2)c1,3.46902,0.808466142,2.959392955,1.082937755
N#Cc1ccc(S(=O)(=O)CCN2CCCc3ccccc32)cc1,2.78478,0.86141246,2.164467745,2.142594555
Cc1cc(NC(=O)c2cc3n(n2)[C@@H](C(F)(F)F)C[C@H](c2ccco2)N3)n(-c2ccccc2)n1,4.88282,0.437047358,3.817181768,-1.631944978
CC(C)[C@@H](C(=O)Nc1ccc(NC(=O)C[NH+](C)C)cc1)N1CCCC1=O,0.3551,0.670250495,3.422790632,-0.071538157
C[NH+](Cc1cc2ccccc2nc1N)CC(C)(C)O,0.6026,0.768373158,3.794256156,0.047609634
COC(=O)c1c(NC(=O)CSc2ccccn2)sc2c1CCC2,3.1492,0.654852164,2.233421591,1.040839229
CC(=O)Nc1cccc(-n2cnn(C[NH+]3CCc4ccccc4C3)c2=S)c1,1.96039,0.684385372,3.826528441,-0.404601581
COc1cc(C(=O)N[C@H](C)C(=O)N2CCCCC2)nc2ccccc12,2.3742,0.927302744,2.481861349,2.154652371
COc1ccc(C[NH+]2CCC(c3nnsc3S(C)(=O)=O)CC2)cc1CO,0.405,0.747683332,3.876566476,-0.138149816
C[C@H](Sc1nnc(-c2ccco2)n1-c1ccccc1)C(N)=O,2.4932,0.730323589,2.604562692,1.047055253
Cc1cccc(C)c1NC(=O)CN(C)S(=O)(=O)c1c(Cl)cccc1Cl,3.86944,0.800777435,2.111010823,1.892876352
CCN(C(=O)[C@H]1SCCc2ccccc21)c1nc(C)cs1,3.83502,0.835048654,3.298229768,0.877013502
N/C(=N/O)[C@@H]1CN(C(=O)[C@H]2CCCCO2)CCO1,-0.4707,0.313209294,3.54288015,-1.97683368
